x1,x2,label
1.6612838444458875,-12.50108180274551,0.0
1.293579841976602,-10.78612642778167,0.0
10.814462443464858,-5.9191003592820195,0.0
-1.350367101902242,8.61990920587338,0.0
-8.91436597702665,10.975376726035433,1.0
6.312692713379402,-3.456769905812237,1.0
1.5991361236726465,6.999419463471693,0.0
-10.427000866125374,-0.1401369476901385,0.0
9.059220601628965,4.871271987656652,1.0
4.481968534334797,9.438473502278901,1.0
2.3696970663091377,10.627729441945634,1.0
0.9967262083152115,-12.889448180376085,0.0
-9.839068224454044,1.4141543010478286,0.0
-10.49731823369277,-3.8099575491326574,0.0
-6.273784044624676,10.983246779188828,1.0
-7.733156256110031,4.164915395666058,0.0
-14.112397859712344,4.993702073514347,1.0
-15.821907173882927,1.282906634494664,1.0
0.6976145959681591,6.589225015176071,0.0
12.922940654015884,-4.55187254948639,0.0
-1.18656825308233,-11.03724210551462,0.0
-1.0566880040896403,6.600636157571058,0.0
4.327601424743924,2.511754371768856,0.0
-4.22513776606202,-13.522194706112694,0.0
8.568027032819524,7.5039357647510005,1.0
12.320805693871653,-7.506402331474307,0.0
10.777764948542597,-10.250586352247304,0.0
16.83939374595907,-3.8910217291401565,0.0
-8.794867868170295,8.931605937336075,1.0
2.762081970101015,12.413306041464162,1.0
-2.661030228135982,7.650427097997458,0.0
7.977261101438843,-2.902292934509357,1.0
-10.140812832904015,11.817977290857094,1.0
-2.1204646830904634,-4.759312587731432,1.0
3.4303604193510653,-14.153066401837957,0.0
6.6183086411854255,-13.267731979316936,0.0
-5.0476325302859895,4.822012124587966,0.0
3.6602593698224792,12.81248650179651,1.0
-0.9682847860105118,13.575082385054479,1.0
-14.280944350240352,5.497269907873678,1.0
-3.2510761373810473,12.923569328084639,1.0
-10.474040530578037,-3.621540765736274,0.0
-6.991538711934948,1.4997741285083344,0.0
1.11341239306915,12.510142573043215,1.0
-0.696400376770498,-11.477183554282977,0.0
12.646962963144194,-3.9957002253199367,0.0
11.57859944210738,-10.702454658649144,0.0
-11.718144453325614,9.423944670034658,1.0
13.125441867627877,-4.538280652540289,0.0
7.6822153557837325,7.147506453137989,1.0
-10.87652511556131,-1.1955617400025083,0.0
-16.597338042400686,3.707749301560374,1.0
4.698215920316036,-13.175805366245973,0.0
-8.400189533239953,2.1282704240198522,0.0
-12.53574849157355,-3.15366806061466,0.0
-12.362404253048938,9.433919295804541,1.0
-11.522117680333203,2.7701176545549044,0.0
-6.264107076014224,14.764601070136786,1.0
16.988028753743716,1.1837828399586834,0.0
-12.968314085008883,6.908826863409756,1.0
-11.372435157344254,-1.6217368469984779,0.0
-3.8994365220236715,4.403882232126604,0.0
6.066953334494107,-10.539819432147695,0.0
-1.657646997186669,-12.538538505486608,0.0
-4.343230777810732,9.45783459952061,0.0
15.216667342331844,-2.0146074746962244,0.0
-11.032842795952398,9.616584838437928,1.0
10.009175424334623,4.803620153170693,1.0
5.623935628692841,-12.595743841371236,0.0
-6.497722041131107,2.7195221696022975,0.0
-0.24934025725288977,-5.191090523566406,1.0
12.516805269534709,-9.236034492494634,0.0
3.4917996312030044,4.431449201726948,0.0
9.733713688200178,0.8917749336751312,1.0
-8.43373139866466,11.015706707773832,1.0
-7.891015823835546,10.894861925785031,1.0
10.641965441289377,-6.150587324011079,0.0
-9.088127209312601,11.76770760545898,1.0
0.9648290575730918,-13.609071205225547,0.0
-3.63853225740071,6.563258018809324,0.0
-3.86181232956696,-3.70323319068828,1.0
12.6659174369101,-5.507519813235376,0.0
10.304611109071889,0.9100768455646816,1.0
7.407603778871772,7.531058476824243,1.0
1.181122590250209,-11.93991217964385,0.0
13.183224796158692,-7.078596658630283,0.0
12.313289049423545,-11.080176936393801,0.0
14.482528954940442,0.255141345961639,0.0
5.511054039143042,-10.065092345338094,0.0
-10.158447469373154,-4.433270739453265,0.0
-10.526781945799021,9.758730490998476,1.0
-7.659059240884279,3.635969424777808,0.0
7.101381613372546,-1.9678437429369602,1.0
-7.84643175009591,10.019491572802822,1.0
10.039806484654124,3.0205061907675717,1.0
8.861028629234374,5.994979701893066,1.0
-10.193460727246832,8.359058110234624,1.0
-7.107214315466752,-11.552366196037799,0.0
5.986319673171402,-11.344950796433922,0.0
15.382626899794193,-3.612917693131867,0.0
-2.541110352826431,5.937416080069627,0.0
2.6309114285178365,3.663492491898748,0.0
-9.953267336580733,2.9424788341404513,0.0
6.12245379251383,-9.94576876935939,0.0
11.297156603186906,-9.698041106605277,0.0
-0.1587253743340702,-13.432774656498689,0.0
2.4882982251521484,10.469526987549417,1.0
-7.540482506445225,12.947007522032594,1.0
4.087571766634198,5.249067331422299,0.0
7.45483304353804,3.0098071841346288,1.0
12.434825976508995,-6.425169667428834,0.0
7.735036098556013,-2.2297375902271566,1.0
-1.472530504694228,9.556372563027093,1.0
0.4178701761800552,-11.201207085586322,0.0
-6.29500426674895,4.816644334462456,0.0
-2.7011582391134494,8.149881059338107,0.0
-11.396718785749293,7.1607048371484865,1.0
4.478822228459523,-13.875949226078104,0.0
11.205443858191595,-9.266136548285822,0.0
15.831031221471173,-0.2473465326485622,0.0
-3.9553969878808317,-12.425036285390298,0.0
13.329713085265972,-8.860651357545468,0.0
-1.5069871918468665,-11.188723666162831,0.0
-14.665625176242328,3.0583216119397223,1.0
-12.554723499614887,7.777798022216243,1.0
11.801315161750521,-5.447217365764404,0.0
15.177234100170562,-4.883931936172496,0.0
-7.19261189990561,0.1384414924739672,0.0
13.255321774935755,-4.369406225601772,0.0
-9.777880713151124,12.723594623490413,1.0
5.142238143732621,-3.4065382198184553,1.0
11.556830983190093,-0.38510738977642567,1.0
14.261320159714943,-6.539332639996706,0.0
-5.656549688369333,-10.486359254131042,0.0
9.559777363110351,-12.890134231417044,0.0
3.2013398115329865,-9.586911483297882,0.0
-6.004694872848813,7.347712110600948,0.0
11.68762365710559,1.3587517328675185,1.0
3.9638989902069817,-12.44378195632728,0.0
6.6240505661941365,-3.9772688265804366,1.0
-10.814345772834022,6.484091455533212,1.0
-15.256087843208423,1.727876452820107,1.0
2.1584785095798207,-4.790725006788874,1.0
9.060550933677783,8.66144527028416,1.0
-6.412599458288669,8.78966905546877,0.0
1.737499113283918,10.999557835732194,1.0
1.4849007769719575,13.226940483318781,1.0
13.635896372774301,-4.648875444040849,0.0
-2.4667396320472363,-2.080831872734703,1.0
2.1574019691854796,-4.352854688478501,1.0
6.46509070772764,-11.451905003923951,0.0
-1.7123442684813586,7.604441700737449,0.0
13.573323620036241,-5.450318133889797,0.0
6.268748239073169,4.534950641545056,0.0
-3.578087669863684,7.072562628235658,0.0
-14.80190689415906,5.2495178779986436,1.0
8.501681936822164,-8.292223393071112,0.0
8.607147224469951,-1.3052136233748426,1.0
5.697560513174987,-6.81664230774983,1.0
1.4998843749866666,-7.369655408793683,1.0
-11.599238722664882,-0.9736001635636873,0.0
-1.6304207218002733,13.354449055472061,1.0
-12.921973636760068,5.087279602053061,1.0
10.710406765811362,-12.105140591048222,0.0
8.060142024373096,-4.154748122951615,1.0
2.3203699737738024,-12.985468469742871,0.0
3.038013318091739,-11.41416915072231,0.0
12.750626644064118,-8.099428850401335,0.0
9.59665129417027,0.5246097339811338,1.0
11.249008670821961,4.821626336019504,1.0
0.05940584214784139,6.529798565523341,0.0
8.306621443706762,-10.383852101052009,0.0
-11.016925294467677,10.747123490488692,1.0
5.571461301273073,-4.264229483773933,1.0
-11.159967885350584,1.7220908877006469,0.0
-5.137072684232688,11.185920118702645,1.0
8.788538670247814,-12.014524017679378,0.0
8.48103501711769,7.5020859827374355,1.0
-0.16539902557634734,-14.243378214976943,0.0
-9.576442258964676,-5.931763955020058,0.0
-15.988469624237064,0.5565381318263884,1.0
9.224449511587313,-2.418748360119273,1.0
-10.686545372439703,-2.7113268157536794,0.0
-11.89006671573635,-1.5327794235968524,0.0
-3.3035484847246654,8.256753241144022,0.0
-12.177768393989185,9.32825003967768,1.0
15.517681872109735,-4.755875047711575,0.0
-12.939760815553285,8.932570537094627,1.0
-9.040511475020526,-8.747738994703603,0.0
-3.3508093080027685,5.357688142771188,0.0
12.868819902849495,-4.6551893526533865,0.0
-4.00224873756673,4.336201452344468,0.0
7.77688525334338,-7.317730573619317,1.0
10.879748433499104,-9.128824686576271,0.0
13.143856502686473,-5.635720330663668,0.0
7.33527554215415,-0.46638313854152935,1.0
5.543898569485311,-12.555313025945503,0.0
0.5510467514505251,-12.038736807573857,0.0
-10.285432623405923,7.311995678271791,1.0
-6.148320199283867,2.6492258130734685,0.0
3.201016486884017,-12.350663018560615,0.0
6.734059963359696,7.867227712524379,1.0
-9.368697351778716,-2.623681086367542,0.0
9.460442716348089,7.807705906453712,1.0
-0.8957758264845557,-15.053225438813008,0.0
-5.697951674876106,14.57545605885845,1.0
-6.441868964953676,13.217248354932877,1.0
-4.674600557611059,3.524112030276959,0.0
-0.43107737433161875,-8.0161428481688,1.0
12.748230857559768,-7.821464626070409,0.0
4.817377683285171,-11.855099638529062,0.0
9.449507183873369,-8.927611312327796,0.0
-18.182602679311504,3.1888841995428407,1.0
12.262466584173053,-11.255958949381201,0.0
-12.073028888482925,6.262672708693366,1.0
11.073465482444787,-0.2870024223825973,1.0
12.64729659809966,-8.038979833618761,0.0
-14.880801098665659,6.29407652208866,1.0
-1.963729624979016,-13.183058867538424,0.0
-0.6847697275491456,-10.526446115637697,0.0
18.561464074674003,-1.1981929683433075,0.0
-4.04540745177668,-4.522170876072591,1.0
-7.823226193422423,-2.2620047548317874,0.0
1.3330985093264094,-5.009879314107763,1.0
3.76343607651555,8.951743561995805,1.0
0.2052465552480569,-4.304323200595341,1.0
8.216387237331816,7.899292416918073,1.0
-0.525145240533658,13.562911559055168,1.0
-10.847594491780713,1.6155399775578272,0.0
-6.891251689278089,10.469834586580774,1.0
-9.423055372542711,-0.7914027129355116,0.0
0.24728388364286613,11.272934625477165,1.0
-2.106526869356955,4.300884533769279,0.0
-8.045164837932097,-3.6956015409221257,0.0
8.65745052220101,-11.322871657348973,0.0
6.164377512268681,9.91969674736748,1.0
-12.203941649405209,9.753306334136607,1.0
2.469073606460319,10.65108822299177,1.0
-0.33908223506867674,6.390841578346572,0.0
4.39415238201989,-12.181553377166503,0.0
-5.48878203171633,12.647763618300434,1.0
14.738633670096252,-5.218827099914806,0.0
1.38850353452465,10.998948866288842,1.0
-4.64370567784335,11.005260290878294,1.0
-13.78564173414185,8.599157080173672,1.0
-2.103929944418401,-10.326906183871273,0.0
5.997192174306177,-4.463662325008633,1.0
-16.53369982500047,4.597712636550773,1.0
6.155223471029226,10.0088910617689,1.0
7.219568933424174,-11.20025973787361,0.0
-0.6054449093643404,-6.798937077982651,1.0
